,country_name,city_name,measure,aqi_level,lat,lon
404,Spain,Tolosa,mean_aqi,38,43.1386097,-2.0723558
405,Myanmar,Akyab,mean_aqi,145,24.26396105,75.24512630279455
406,Papua New Guinea,Kokopo,mean_aqi,104,-4.5,152.25
407,Madagascar,Ifanadiana,mean_aqi,73,-21.3029887,47.6366961
408,Lithuania,Plunge,mean_aqi,59,55.9139294,21.8533903
409,Ghana,Akwatia,mean_aqi,150,6.0422,-0.797137
410,Azerbaijan,Zabrat,mean_aqi,95,45.6162374,26.1313263
411,Armenia,Alaverdi,mean_aqi,53,41.0981441,44.6460913
412,Ukraine,Izyum,mean_aqi,51,49.2160489,37.3015645
413,Malaysia,Chaah,mean_aqi,81,2.2488989,103.0429494
414,Serbia,Sombor,mean_aqi,67,45.7727397,19.1147036
415,Slovakia,Pezinok,mean_aqi,67,48.2854539,17.270194
416,Gambia,Brikama,mean_aqi,162,13.2743914,-16.6454431
417,Ecuador,Catacocha,mean_aqi,45,-4.0503147,-79.6497578
418,Bosnia and Herzegovina,Foca,mean_aqi,102,43.5058554,18.774393
419,Czechia,Roznov,mean_aqi,60,46.8388861,26.5093542
420,Argentina,Villa Constitucion,mean_aqi,141,-33.227206,-60.3298225
421,Dominican Republic,Barahona,mean_aqi,108,18.18934955,-71.22860190040255
422,Guinea,Kindia,mean_aqi,62,10.1154374,-13.1916883
423,Bolivia,Ascension,mean_aqi,23,-7.94110725,-14.363118886394432
424,Bangladesh,Raozan,mean_aqi,113,22.5277056,91.9207616
425,Sudan,Barbar,mean_aqi,182,34.4221319,-119.702667
426,Chile,Lampa,mean_aqi,358,31.1761363,-98.240563
427,Panama,Pacora,mean_aqi,134,5.5272323,-75.4594449
428,Congo,Mossendjo,mean_aqi,87,-2.9453966,12.7154513
429,Kyrgyzstan,Suluktu,mean_aqi,125,39.936596,69.5685206
430,Mauritius,Mahebourg,mean_aqi,41,-20.4111041,57.7060616
431,Greece,Voula,mean_aqi,68,48.8510732,2.8928314
432,Malawi,Kasungu,mean_aqi,47,-12.992487650000001,33.472356695915096
433,Cuba,Rio Cauto,mean_aqi,63,20.5592012,-76.9165406
434,Saudi Arabia,Riyadh,mean_aqi,196,24.638916,46.7160104
435,Benin,Dogbo,mean_aqi,101,6.801846,1.7815205
436,Sierra Leone,Kambia,mean_aqi,77,9.1246846,-12.9189134
437,Lebanon,Juniyah,mean_aqi,82,15.238787,48.920354
438,Uruguay,Maldonado,mean_aqi,26,-34.9087162,-54.9582718
439,Namibia,Luderitz,mean_aqi,232,-26.6500086,15.157266
440,Albania,Gramsh,mean_aqi,68,40.8654273,20.1864495
441,Guyana,New Amsterdam,mean_aqi,61,6.2426407,-57.5168359
442,Senegal,Linguere,mean_aqi,152,15.2399404,-15.0196119
443,Lesotho,Maseru,mean_aqi,134,-29.310054,27.478222
444,Mongolia,Hovd,mean_aqi,100,62.2551933,-7.2310228
445,Venezuela,Ciudad Ojeda,mean_aqi,77,10.2004123,-71.3100065
446,Solomon Islands,Honiara,mean_aqi,18,-9.4310769,159.9552552
447,Paraguay,Villa Hayes,mean_aqi,160,-25.0928654,-57.5246478
448,Zimbabwe,Bindura,mean_aqi,93,-17.2989727,31.3299701
449,Austria,Sankt Andra,mean_aqi,80,46.7661111,14.8236111
450,Croatia,Velika Gorica,mean_aqi,76,45.7155672,16.0717164
451,Honduras,La Lima,mean_aqi,92,15.4402726,-87.9277925
452,Cambodia,Ta Khmau,mean_aqi,73,11.4687395,104.9451162
453,Uganda,Mpigi,mean_aqi,85,0.1273955,32.25275169016075
454,Moldova,Slobozia,mean_aqi,52,44.5635999,27.3618477
455,Angola,Caxito,mean_aqi,285,-8.5827504,13.6600788
456,Kingdom of Eswatini,Big Bend,mean_aqi,169,41.01040355,-121.92235968372319
457,Afghanistan,Sar E Pul,mean_aqi,95,36.29894,66.007414
458,Uzbekistan,Hamza,mean_aqi,119,39.3142445,46.7070842
459,Zambia,Samfya,mean_aqi,40,-11.3684948,29.5516598
460,Morocco,Tetouan,mean_aqi,45,35.570175,-5.3742776
461,Belarus,Kobryn,mean_aqi,38,52.2085858,24.3542923
462,Norway,Jessheim,mean_aqi,35,60.1415121,11.1751516
463,Malta,Zabbar,mean_aqi,51,35.8753368,14.5374788
464,Rwanda,Gisenyi,mean_aqi,157,-1.693545,29.259855
465,Sri Lanka,Kalutara,mean_aqi,63,6.5835219,79.9612508
466,Botswana,Palapye,mean_aqi,79,-22.536888,27.123513
467,Burundi,Kayanza,mean_aqi,62,-3.0214816,29.6458034
468,Jamaica,May Pen,mean_aqi,125,17.974637,-77.2581951
469,Central African Republic,Bocaranga,mean_aqi,64,6.995897,15.638835
470,Kenya,Eldoret,mean_aqi,74,0.5198329,35.2715481
471,Niger,Matameye,mean_aqi,75,13.422144,8.47855
472,Mali,Nioro,mean_aqi,182,15.2304528,-9.5899063
473,Slovenia,Jesenice,mean_aqi,70,46.4323705,14.0623942
474,Costa Rica,San Francisco,mean_aqi,58,37.7792588,-122.4193286
475,Nicaragua,Juigalpa,mean_aqi,47,12.1085987,-85.3689381
476,South Korea,Seoul,mean_aqi,421,37.5666791,126.9782914
477,Burkina Faso,Ouahigouya,mean_aqi,81,13.580982,-2.417699
478,Cabo Verde,Praia,mean_aqi,40,14.9162811,-23.5095095
479,Mozambique,Matola,mean_aqi,66,-25.966917,32.466956
480,Mauritania,Bababe,mean_aqi,224,16.3406075,-13.948088
481,Guinea-Bissau,Bissora,mean_aqi,195,12.2235221,-15.4507416
482,United Arab Emirates,Abu Dhabi,mean_aqi,170,24.4538352,54.3774014
483,Eritrea,Edd,mean_aqi,163,47.7113958,-98.9087265
484,Tajikistan,Dangara,mean_aqi,156,29.6798517,75.8930532
485,Barbados,Bridgetown,mean_aqi,73,13.0977832,-59.6184184
486,Algeria,Tuggurt,mean_aqi,164,,
487,Iraq,Hit,mean_aqi,158,50.377879,6.9387448
488,Syria,Yabrud,mean_aqi,86,33.9665336,36.6609885
489,Gabon,Moanda,mean_aqi,78,-1.554764,13.2218993
490,Liberia,Monrovia,mean_aqi,60,6.328034,-10.797788
491,Laos,Si Chiang Mai,mean_aqi,75,18.8336794,98.9662670495394
492,Bhutan,Samdrup Jongkhar,mean_aqi,31,26.916667,91.616667
493,Yemen,Sayyan,mean_aqi,179,13.823543,44.211837
494,Togo,Atakpame,mean_aqi,65,7.5320603,1.1219479
495,Turkmenistan,Seydi,mean_aqi,163,65.2598475,-14.0049009
496,Saint Lucia,Castries,mean_aqi,79,14.0095966,-60.9902359
497,Kuwait,Kayfan,mean_aqi,164,24.4868576,46.6396001
498,Libya,Nalut,mean_aqi,191,30.6131484,10.6709595
499,Georgia,Sukhumi,mean_aqi,40,55.6057232,-4.4997438
500,Nepal,Birganj,mean_aqi,231,27.0135196,84.8763804
501,Estonia,Tallinn,mean_aqi,96,59.4372155,24.7453688
502,Trinidad and Tobago,Sangre Grande,mean_aqi,161,10.6375402,-61.11774994093055
503,Jordan,Madaba,mean_aqi,144,31.7165941,35.7943856
504,Cyprus,Larnaca,mean_aqi,50,34.9236095,33.6236184
505,Montenegro,Niksic,mean_aqi,79,42.7739388,18.9488097
506,Comoros,Moroni,mean_aqi,39,-11.6931255,43.2543044
507,Iceland,Reykjavik,mean_aqi,23,64.145981,-21.9422367
508,Andorra,Les Escaldes,mean_aqi,29,42.5090019,1.5404067
509,Oman,Ruwi,mean_aqi,159,23.5995525,58.550656
510,Equatorial Guinea,Anisoc,mean_aqi,53,1.844383,10.747593
511,Luxembourg,Luxemburg,mean_aqi,63,42.6027722,-91.0740206
512,Vanuatu,Vila,mean_aqi,30,41.2976935,-7.7457614
513,Aruba,Oranjestad,mean_aqi,163,12.5201024,-70.0371329
514,Belize,Belmopan,mean_aqi,59,17.250199,-88.770018
515,Qatar,Doha,mean_aqi,164,25.2856329,51.5264162
516,Palau,Koror,mean_aqi,16,7.343275,134.4766767
517,Suriname,Nieuw Nickerie,mean_aqi,65,5.9420605,-56.9893521
518,Singapore,Singapore,mean_aqi,91,1.357107,103.8194992
519,Maldives,Male,mean_aqi,19,4.1779879,73.5107387
520,Bahrain,Manama,mean_aqi,188,26.2235041,50.5822436
521,Seychelles,Victoria,mean_aqi,26,-36.5986096,144.6780052
522,Palestine,Jerusalem,mean_aqi,86,31.7788242,35.2257626
523,Saint Kitts and Nevis,Basseterre,mean_aqi,90,17.2960919,-62.722301
524,Monaco,Beausoleil,mean_aqi,56,43.748281,7.4219677
